Title,Rating,Voting,Duration,Genre
Lolipop Gang,3.6,8,90,Crime
Pathological: The Lies of Joran van der Sloot,6.5,349,93,Crime
Kiyma: Orman Kanunlari,4.3,39,81,Crime
Oru Nodi,6.7,504,128,Crime
Who Killed Terrance Brown?,7.2,8,95,Crime
Kiss of the Con Queen,7.3,29,117,Crime
Un homme en fuite,5.4,161,106,Crime
Accident or Conspiracy: Godhra,7.4,784,133,Crime
One Last Time,7.0,15,82,Crime
Dickweed,7.1,37,90,Crime
Housekeeping,6.0,41,98,Crime
Martingale,5.4,105,103,Crime
The Hole Story,7.4,5,87,Crime
Chor Dil,7.4,38,135,Crime
Porch Pirates,5.0,104,107,Crime
Breaking the Silence: The Maria Soledad Case,6.4,524,95,Crime
Dark World,4.9,15,135,Crime
Illusions for Sale: The Rise and Fall of Generation Zoe,6.2,648,107,Crime
Plea,6.9,24,88,Crime
The Unwavering Brotherhood,5.3,82,94,Crime
Uninvited,6.4,81,93,Crime
Protein,6.4,65,100,Crime
Murder in a Teacup,6.3,150,93,Crime
Marine Drive,9.5,50,105,Crime
Overdose,9.0,54,135,Crime
Remember Us,6.2,40,96,Crime
Money No Enough 3,6.0,264,138,Crime
Bury Him,7.4,13,88,Crime
The Donor,9.0,9,23,Crime
State of Silence,6.5,110,80,Crime
Dream Team,5.2,61,91,Crime
Cravings,1.7,11,155,Crime
The Murder of Sandra Rivett,6.3,146,90,Crime
Bunny & Clive,2.4,26,76,Crime
Vrutos,8.4,9,100,Crime
Nastupit leto,6.2,41,94,Crime
Chacaleria,8.1,420,116,Crime
Sinful Lies,6.9,8,65,Crime
Chameleon,5.8,31,133,Crime
The Bodyguard,6.6,31,87,Crime
Castillo,8.1,33,128,Crime
G - 21 scener från Gottsunda,6.9,186,80,Crime
Meitantei Conan Bâsasu Kaitô Kiddo,6.1,164,81,Crime
Holiday Hold-Up,5.6,69,89,Crime
Vivekam,8.2,309,104,Crime
Secret Home,8.3,148,117,Crime
Raavsaheb,8.5,8,138,Crime
Kingdom Reign,8.4,38,119,Crime
Hain,2.9,45,95,Crime
Kala Ratri,6.8,15,122,Crime
Con Queens,6.2,19,80,Crime
Chitram Choodara,4.6,15,127,Crime
Blue Christmas,5.6,21,79,Crime
Wieczór kawalerski,4.8,437,85,Crime
Cafe 404,7.4,41,93,Crime
Opportunity,8.9,91,96,Crime
"Milk, Rice, and the Blood",8.9,56,45,Crime
Whatever It Takes,8.3,14,93,Crime
Shadows of Betrayal: Chronicles of Ian Blair,7.4,13,65,Crime
Maven,9.4,44,135,Crime
Chithini,6.0,551,151,Crime
Kokuhaku Confession,5.6,151,74,Crime
Raktaksha,8.1,1400,118,Crime
Black Girl Fatal,8.8,7,122,Crime
Gossip to Die For,5.2,83,94,Crime
Blood Dried Hands,5.6,38,115,Crime
Lipstick,6.4,28,145,Crime
The Legend of the Vagabond Queen of Lagos,7.8,37,100,Crime
Thankamani,4.6,229,156,Crime
Landkrimi: Steirergift,6.4,70,90,Crime
Jaspal,7.5,30,106,Crime
CHAAW: Chapter 3 - Christmas Time Is Here,7.9,476,72,Crime
Jog 101,6.6,497,107,Crime
Paarijathaparvam,6.2,2300,133,Crime
The Good Loan Sharks,5.0,75,122,Crime
Yevam,5.8,1500,123,Crime
Dream Lock,8.6,22,100,Crime
Nasha Jurm Aur Gangsters,6.6,2600,137,Crime
Passagrana,6.4,132,100,Crime
Muroi Shinji: Yaburezaru Mono,7.7,8,115,Crime
Brattt,4.7,67,117,Crime
Abudeka Is Back,5.3,36,120,Crime
Gold Boy,6.5,136,129,Crime
The Bitter Sugar,6.8,9,92,Crime
Welcome to the Game,5.9,64,90,Crime
Niyathi,6.8,172,113,Crime
Grey Games,8.8,1100,121,Crime
The Housewife and the Hustler 2: The Reckoning,6.5,44,94,Crime
The Stix,7.2,34,123,Crime
Charlotte Link - Ohne Schuld,5.5,41,89,Crime
Anyone Else But Me,7.0,153,95,Crime
Laandhar,4.1,97,117,Crime
"Bullets, Brothers and Blood",7.8,15,85,Crime
Tiger Wolf Rabbit,6.2,508,126,Crime
Nietzsche's Umbrella,8.7,21,86,Crime
Tiempo de Pagar,7.4,49,63,Crime
Orah,7.1,21,95,Crime
Valleyheart,8.8,37,98,Crime
Walk the Line,5.5,94,115,Crime
Muzhskoe slovo,6.5,462,94,Crime
Pepe,5.0,493,126,Crime
Searching for Amani,7.9,32,80,Crime
Scapegoat,7.0,22,85,Crime
Tschugger - Der Lätscht Fall,8.1,165,147,Crime
Sharma & Ambani,9.1,184,104,Crime
Supplier Shankara,9.3,71,163,Crime
Game Over,5.7,20,74,Crime
Rhino Man,8.8,42,96,Crime
Lesní vrah,4.1,79,78,Crime
Lorry Chapter-1,5.7,2400,183,Crime
Die Bloedhonde,6.3,10,97,Crime
Water Mafia,9.2,13,45,Crime
Rancor,7.0,34,83,Crime
Aranam,7.6,403,127,Crime
Common Creed: Trafficking,5.4,10,106,Crime
Thozhar Che Guevara,5.1,37,120,Crime
The Dealer,8.3,12,120,Crime
Vergüenza,6.9,24,103,Crime
The Bottom Line,6.5,12,107,Crime
Mukhya Gamanika,8.5,2100,125,Crime
Common Sense,2.5,20,68,Crime
Villain - Life of a Gangster,8.9,157,141,Crime
4N6,9.6,62,117,Crime
Dead Name,9.0,11,84,Crime
Who Killed Angel Adams?,6.5,25,76,Crime
Haunting Trophies,7.7,67,150,Crime
Theppa Samudram,7.4,1600,133,Crime
Abduction Chronicles,8.4,37,126,Crime
La mort viendra,6.0,42,101,Crime
A Place Under the Sun,9.2,35,110,Crime
La Tamalera,8.2,9,115,Crime
Pungut,6.9,12,100,Crime
"Fallen Leaves, Broken Lighters",7.8,8,96,Crime
Aaro,4.5,13,120,Crime
ONENESS,9.4,20,115,Crime
Below the Rim,5.0,16,89,Crime
Lipstick on the Glass,4.6,12,116,Crime
What Lies Within,5.3,13,90,Crime
Koresha,2.9,64,86,Crime
Uno Sir,6.4,44,106,Crime
Abnormal: Buas,5.6,26,90,Crime
Salvajes,5.6,60,90,Crime
Nelma Kodama: The Queen of Dirty Money,5.5,187,94,Crime
Three Old Boys,4.8,97,108,Crime
Insurance Jimmy,6.5,149,110,Crime
The Real Story of January 6: Part 2 - The Long Road Home,6.2,29,90,Crime
Vallavan Vaguthadhada,6.5,56,104,Crime
A Frozen Rage,5.4,49,115,Crime
Guxim,7.5,35,75,Crime
Ingu Mirugangal Vaazhum Idam,6.2,14,108,Crime
5D,8.2,578,129,Crime
Ugravatara,7.9,552,122,Crime
Hocus Focus,7.9,20,85,Crime
7vens Law,9.4,20,68,Crime
Historias invisibles,6.4,27,110,Crime
Myall Creek Day of Justice,6.4,17,78,Crime
Jama,6.3,16,71,Crime
Bigul,9.3,46,144,Crime
The Kills,8.8,9,70,Crime
Beauty Grace Malice,7.6,45,81,Crime
Los Justos,6.4,74,79,Crime
SMB-plush presents trick or death,8.8,16,120,Crime
Dheera Samrat,9.8,99,123,Crime
Gally Gang Stars,9.0,2000,157,Crime
Atlanta 10.02,5.3,14,45,Crime
Shina,7.5,7,98,Crime
Slapes,6.8,31,82,Crime
Break War,2.4,15,86,Crime
Leha,2.3,42,98,Crime
Jalandhara,9.2,546,110,Crime
The AI Dharma Story,1.8,1100,89,Crime
Deal at the Border,7.6,9,104,Crime
Yathabhava,8.3,29,127,Crime
AK47,7.2,15,146,Crime
The London Underground Killer,4.7,92,91,Crime
Spending Some Time Together,6.9,28,146,Crime
Siragan,7.0,152,130,Crime
Thirsty for Likes,4.0,38,46,Crime
Pink Butterfly,5.6,56,109,Crime
Crime Reel,7.5,141,111,Crime
No Loose Ends,6.7,9,68,Crime
Above the Trees,6.5,14,125,Crime
Mun Kaupunki,6.6,22,105,Crime
Little Black Submarines,6.9,58,123,Crime
Vengeful,6.1,18,100,Crime
The Deal,8.6,27,130,Crime
Kunstroof,7.0,43,102,Crime
Diari de la meva sextorsió,6.5,53,64,Crime
Agontuk,5.5,23,125,Crime
Kenda,8.9,21,135,Crime
El Junior Del Patron,7.4,10,92,Crime
Novyy god v Beryozovke,7.1,99,94,Crime
Po du xing dong,6.8,5,79,Crime
A Valentine's Day,8.4,9,126,Crime
Untouchable,4.5,88,112,Crime
My Home Hero the Movie,6.1,8,117,Crime
Jimmy's Friends,7.0,11,94,Crime
Blitz,7.3,9,6,Crime
Snowstorm,4.5,6,91,Crime
Who Do You Trust?,3.6,40,96,Crime
Malam Pertobatan,6.8,12,81,Crime
Der Wien-Krimi: Blind ermittelt - Tod im Palais,6.9,30,88,Crime
Dai jia fa de ren,5.4,59,121,Crime
Liebling Kreuzberg 2.0,5.1,50,89,Crime
Gull Lake Vice II: The Delusion Continues,8.3,17,58,Crime
Killcon,9.5,14,31,Crime
Bayamariya Brammai,8.8,25,88,Crime
Las Hermanas Del Cartel,8.2,5,91,Crime
Shades of Sapphire,7.8,9,77,Crime
"Compa, me gusta su vieja",5.7,22,86,Crime
Namak,4.5,13,75,Crime
Runnin' from Wolves,7.2,10,133,Crime
Conviction,7.0,36,97,Crime
El Cartel De Teresa,8.0,9,96,Crime
Netru Indha Neram,5.5,136,140,Crime
Sangharshana,7.3,1600,102,Crime
Downfall of the Crypto King (theatrical feature),6.2,28,90,Crime
A Reel Heist,5.2,58,116,Crime
Los Hijos De Camelia y Emilio,6.5,30,82,Crime
Full Clip for a Snitch,3.6,19,75,Crime
Pinnil Oral,6.0,113,127,Crime
Dawgz Life,8.2,12,143,Crime
Nacida Para Vengar,8.0,9,102,Crime
Lealtad o Morir,8.2,9,87,Crime
Beautifully Broken People,8.9,9,75,Crime
Randa Ramphal,8.5,8,70,Crime
Detroit Ransom,6.8,11,76,Crime
Yaa Devi Sarva Bhuteshu,8.8,9,119,Crime
Duelo De Capos,6.4,30,83,Crime
All Suspects,3.6,19,96,Crime
El Juego Del Poder,7.8,10,95,Crime
Mina and the Radio Bandits,7.3,44,110,Crime
Rangeli,9.4,93,140,Crime
Yurka,4.0,30,85,Crime
The Burned Hand,8.0,12,85,Crime
Ata Nirjon Duporiya,8.0,10,103,Crime
So It Goes,3.3,19,77,Crime
La Nueva Camelia,5.8,19,95,Crime
Cageling,5.9,8,69,Crime
Nosferatu,7.2,197000,132,Fantasy
Wicked,7.5,160000,160,Fantasy
Mufasa: The Lion King,6.6,66000,118,Fantasy
Flow,7.9,77000,85,Fantasy
Moana 2,6.6,104000,100,Fantasy
Sonic the Hedgehog 3,6.9,61000,110,Fantasy
Parthenope,6.6,12000,137,Fantasy
The Life of Chuck,7.5,631,110,Fantasy
Megalopolis,4.7,36000,138,Fantasy
Better Man,7.6,28000,135,Fantasy
Beetlejuice Beetlejuice,6.6,148000,105,Fantasy
Transformers One,7.6,51000,104,Fantasy
Inside Out 2,7.5,218000,96,Fantasy
IF,6.4,58000,104,Fantasy
The Lord of the Rings: The War of the Rohirrim,6.3,31000,134,Fantasy
The Crow,4.7,35000,111,Fantasy
Red One,6.3,140000,123,Fantasy
The Watchers,5.7,57000,102,Fantasy
Godzilla x Kong: The New Empire,6.0,122000,115,Fantasy
Damsel,6.1,110000,110,Fantasy
Ghostbusters: Frozen Empire,6.1,94000,115,Fantasy
Kung Fu Panda 4,6.3,69000,94,Fantasy
Uglies,4.7,33000,100,Fantasy
Solo Leveling: ReAwakening,8.8,13000,121,Fantasy
The End,5.5,2000,148,Fantasy
Descendants: The Rise of Red,4.7,7100,91,Fantasy
The Garfield Movie,5.7,24000,101,Fantasy
Harold and the Purple Crayon,5.7,8500,90,Fantasy
Spellbound,5.5,7500,109,Fantasy
Tim Travers & the Time Travelers Paradox,6.8,285,95,Fantasy
Kalki 2898 AD,7.0,67000,180,Fantasy
Girl Haunts Boy,6.3,3100,100,Fantasy
Rebel Moon - Part Two: The Scargiver,5.3,59000,122,Fantasy
The Balconettes,6.0,1100,104,Fantasy
The Wonderful Story of Henry Sugar and Three More,7.1,7000,88,Fantasy
Monster Summer,5.7,3800,97,Fantasy
The Tearsmith,5.2,12000,103,Fantasy
Un cuento de pescadores,6.5,85,103,Fantasy
Orion and the Dark,6.3,17000,93,Fantasy
Family Pack,5.5,9200,94,Fantasy
The Best Christmas Pageant Ever,6.8,6200,99,Fantasy
Mars,7.9,23,84,Fantasy
Dear Santa,5.4,19000,107,Fantasy
Pedro Páramo,6.3,3000,130,Fantasy
Woody Woodpecker Goes to Camp,4.5,2600,100,Fantasy
The American Society of Magical Negroes,3.7,12000,104,Fantasy
Irish Wish,5.2,22000,93,Fantasy
Thelma the Unicorn,5.7,3000,93,Fantasy
Justice League: Crisis on Infinite Earths - Part One,6.2,8500,93,Fantasy
Doraemon the Movie: Nobita's Earth Symphony,6.6,1500,115,Fantasy
Overlord: The Sacred Kingdom,6.9,1200,135,Fantasy
This Is Me... Now,4.1,7200,65,Fantasy
That Christmas,6.8,17000,91,Fantasy
Hagen,6.0,1300,139,Fantasy
Hot Frosty,5.3,15000,92,Fantasy
Justice League: Crisis on Infinite Earths - Part Three,6.1,4600,94,Fantasy
The Thundermans Return,5.0,1900,70,Fantasy
Sketch,8.2,56,92,Fantasy
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8600,104,Fantasy
Buffalo Kids,6.6,712,93,Fantasy
Bhool Bhulaiyaa 3,4.6,78000,158,Fantasy
Ultraman: Rising,6.9,6400,117,Fantasy
Dan Da Dan: First Encounter,8.2,2800,83,Fantasy
The Tiger's Apprentice,5.7,2200,84,Fantasy
Dragonkeeper,5.7,1700,98,Fantasy
Kanguva,4.5,15000,152,Fantasy
Alienoid: The Return to the Future,6.5,2600,122,Fantasy
Cinderella's Revenge,3.7,1100,85,Fantasy
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3900,82,Fantasy
Cinderella's Curse,3.3,1300,82,Fantasy
Hanu Man,7.7,29000,158,Fantasy
Justice League: Crisis on Infinite Earths - Part Two,5.5,5400,94,Fantasy
The Invisibles,5.8,475,111,Fantasy
Unspeakable: Beyond the Wall of Sleep,6.1,55,90,Fantasy
Seven Cemeteries,4.6,629,84,Fantasy
Thangalaan,6.6,6700,156,Fantasy
10 Lives,5.9,1900,88,Fantasy
The Sand Castle,4.7,1700,98,Fantasy
Harry Potter and the Stone,7.8,170,152,Fantasy
Cells at Work!,6.7,282,109,Fantasy
The Opera!,6.4,104,106,Fantasy
200% Wolf,5.9,1300,98,Fantasy
The Ballad of Hortensia,6.7,138,94,Fantasy
Angels Fallen: Warriors of Peace,4.9,5800,103,Fantasy
Timestalker,5.5,3000,89,Fantasy
A.R.M,7.1,8800,150,Fantasy
Man and Witch: The Dance of a Thousand Steps,5.5,335,94,Fantasy
Super-Charlie,5.8,135,80,Fantasy
Dalia y el Libro Rojo,6.5,100,107,Fantasy
Woodwalkers,5.3,456,103,Fantasy
Devil's Knight,5.3,914,90,Fantasy
Mononoke the Movie: The Phantom in the Rain,6.8,1300,89,Fantasy
¿Quién es quién?,5.4,195,95,Fantasy
A Dog's Will 2,6.2,3000,104,Fantasy
My Oni Girl,6.0,1800,112,Fantasy
Else,6.0,246,102,Fantasy
Chantal in Fairyland,4.6,2700,118,Fantasy
My Future You,8.4,58,109,Fantasy
The Night Before Christmas in Wonderland,6.3,521,80,Fantasy
Lesbian Space Princess,7.2,143,87,Fantasy
The Sleeping Woman,5.2,573,110,Fantasy
Robin and the Hoods,4.3,513,100,Fantasy
Ryan's World the Movie: Titan Universe Adventure,1.8,698,80,Fantasy
Nonostante,6.1,169,93,Fantasy
Balestra,5.1,530,145,Fantasy
Rebellious,6.0,200,94,Fantasy
Big City Greens the Movie: Spacecation,6.2,547,83,Fantasy
The Keepers of the 5 Kingdoms,4.0,222,109,Fantasy
Oshi no Ko: The Final Act,6.6,139,129,Fantasy
The Witch: Revenge,5.3,832,100,Fantasy
Diplodocus,6.3,183,90,Fantasy
Gaami,6.4,2000,147,Fantasy
Panda Bear in Africa,5.5,352,84,Fantasy
Vincent,7.1,54,92,Fantasy
Mayan,8.7,132,113,Fantasy
Dongeng Sang Kancil,6.8,185,99,Fantasy
"Love, Danielle",8.8,42,79,Fantasy
School of Magical Animals 3,5.8,320,105,Fantasy
Seven Seas Seven Hills,8.7,91,90,Fantasy
The Proud Princess,6.5,120,84,Fantasy
White Snake: Afloat,6.9,488,133,Fantasy
Hanami,6.7,103,96,Fantasy
Witch,4.9,1400,107,Fantasy
The Phantom Warrior,2.4,555,119,Fantasy
"Die Heinzels: Neue Mützen, Neue Mission",6.4,94,76,Fantasy
Into the Mortal World,6.8,157,118,Fantasy
The Fisherman,7.2,44,105,Fantasy
Witch Hunter,5.3,24,80,Fantasy
Ghost Cat Anzu,6.5,789,97,Fantasy
The Yin Yang Master Zero,5.7,276,112,Fantasy
Si Juki the Movie: Harta Pulau Monyet,6.0,124,107,Fantasy
Domovyonok Kuzya,6.5,828,90,Fantasy
King Baby,7.0,26,88,Fantasy
"Maya, donne-moi un titre",6.4,55,61,Fantasy
Barroz: Guardian of Treasures,3.5,1000,155,Fantasy
The Casagrandes Movie,5.6,674,89,Fantasy
STEVE (A Minecraft Movie),6.9,12,61,Fantasy
Assassin's Guild,2.9,125,103,Fantasy
Vidente por Acidente,4.9,75,93,Fantasy
Warchief,2.5,610,94,Fantasy
The Evil Fairy Queen,5.3,53,90,Fantasy
The Slave and the Sorcerer,6.7,41,86,Fantasy
The Epidemic,5.7,72,95,Fantasy
The Lost Tiger,7.9,46,90,Fantasy
Ebenezer: The Traveler,3.5,145,102,Fantasy
Schneewittchen,4.7,9,70,Fantasy
UmroAyyar - A New Beginning,6.9,675,135,Fantasy
Shrek 5: The Contract - A Fan Made Film,7.0,19,84,Fantasy
Elli and the Ghostly Ghost Train,5.1,104,86,Fantasy
The Sisters,4.7,154,122,Fantasy
Niko: Beyond the Northern Lights,6.2,339,86,Fantasy
Heartsping : Teenieping of Love,7.0,25,0,Fantasy
Nyctophobia,7.5,1800,90,Fantasy
The Traveller,5.2,210,134,Fantasy
We Work for the Dead,6.6,511,84,Fantasy
The Time Travel Hills,5.0,76,82,Fantasy
Fureru,6.2,36,107,Fantasy
Intercambiadas,6.3,60,97,Fantasy
Princesa Adormecida,3.9,169,80,Fantasy
Zak & Wowo: The Legend of Lendarys,5.7,102,85,Fantasy
Mother Maker Lover Taker,5.9,34,99,Fantasy
Enchanting Christmas,6.3,357,91,Fantasy
SuperKlaus,4.3,204,88,Fantasy
A Trip Elsewhere,5.6,107,93,Fantasy
Rita,5.8,275,107,Fantasy
Two Breaths,8.1,33,18,Fantasy
All In,5.6,86,103,Fantasy
Saint Young Men: Holy Men vs Demon Army,3.0,14,93,Fantasy
Letuchiy korabl,3.8,300,100,Fantasy
Carol,8.3,48,115,Fantasy
"Don't Cry, Butterfly",6.4,120,97,Fantasy
Hold Me Close,7.3,15,98,Fantasy
The Seductress from Hell,6.7,18,102,Fantasy
Last Song for You,7.3,100,106,Fantasy
Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,6.0,85,138,Fantasy
Videotheque,6.2,102,112,Fantasy
Dragon Ball Z Kai,8.5,73,82,Fantasy
Malaikottai Vaaliban,6.0,4200,156,Fantasy
Pechi,5.5,1500,110,Fantasy
Una ballena,6.1,77,108,Fantasy
Spirit World,5.8,60,94,Fantasy
Dead Dead Demon's Dededede Destruction,7.0,144,120,Fantasy
The Gesuidouz,6.8,59,93,Fantasy
The Vord,3.4,66,101,Fantasy
A Song from the Dark,4.8,2200,105,Fantasy
Vertical,5.3,135,111,Fantasy
Empire Queen: The Golden Age of Magic,3.2,204,148,Fantasy
Schirkoa: In Lies We Trust,5.6,158,103,Fantasy
Letters at Christmas,3.7,173,84,Fantasy
Perdiendo el Juicio,7.5,21,90,Fantasy
Naag Bhoomi,5.7,8,130,Fantasy
Fuuto PI: Portrait of Kamen Rider Skull,7.4,46,82,Fantasy
Don Dukun,7.1,54,98,Fantasy
Maya Puthagam,5.4,424,122,Fantasy
Captain Avispa,5.8,179,96,Fantasy
The Woods Are Real,2.4,460,80,Fantasy
Spirit Riser,6.7,33,98,Fantasy
Baba Yaga spasaet Novyy god,4.4,118,99,Fantasy
The Worlds Divide,8.1,39,120,Fantasy
Chhota Bheem and the Curse of Damyaan,4.8,2300,145,Fantasy
Apollon by Day Athena by Night,6.7,42,112,Fantasy
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,115,99,Fantasy
The Jester from Transylvania,4.8,37,102,Fantasy
Joachim and the Apocalypse,7.2,13,90,Fantasy
Universal Groove,5.5,172,74,Fantasy
Princess Halle and the Jester,4.7,63,71,Fantasy
Fights Break Sphere 3,4.7,9,81,Fantasy
God with Three Eyes,6.1,14,112,Fantasy
Hakkenden,5.9,78,149,Fantasy
Bhairadevi,8.7,51,134,Fantasy
Kajolrekha,6.3,177,156,Fantasy
River of Ghosts,3.0,306,102,Fantasy
Wedding Diaries,8.9,2000,121,Fantasy
Snake Skin Beauty,4.1,19,83,Fantasy
The Heartsmith,9.6,43,95,Fantasy
Bodegón con fantasmas,6.5,161,88,Fantasy
Vampire Genesis,4.4,36,105,Fantasy
Maxxie LaWow: Drag Super-shero,8.8,60,114,Fantasy
The Eye of the Salamander,7.9,21,81,Fantasy
Woof Woof Daddy,6.2,44,105,Fantasy
Respati,5.8,297,112,Fantasy
The Secret of Pin-Up Island,7.4,92,107,Fantasy
The Journey of Flower,3.9,26,97,Fantasy
Ienai Himitsu,6.8,67,115,Fantasy
Double Tuckerr,4.9,1200,120,Fantasy
Mephisto,5.4,62,108,Fantasy
Dr. Sander's Sleep Cure,6.9,860,98,Fantasy
Tri bogatyrya. Ni dnya bez podviga,5.7,70,61,Fantasy
White Cobra Diamond Fox vs the Golden Eye,5.0,25,90,Fantasy
Loch Ness Monster Captured,3.3,32,45,Fantasy
The Beads,6.6,13,100,Fantasy
Blue Christmas,5.6,21,79,Fantasy
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.0,34,50,Fantasy
Traces of Love,6.5,911,105,Fantasy
The Old Man and the Demon Sword,7.6,36,63,Fantasy
Nueva Tierra,7.7,32,123,Fantasy
The Supernatural Sweet Shop: The Movie,6.9,19,103,Fantasy
Witches of God,7.6,16,73,Fantasy
The Umbrella Fairy,5.5,57,95,Fantasy
10/31 Part 4,5.6,17,87,Fantasy
Nie Xiaoqian,6.2,17,112,Fantasy
Cedric & Alysia,5.2,52,84,Fantasy
Ooru Peru Bhairavakona,5.7,1800,133,Fantasy
Ella,9.2,66,91,Fantasy
Bremenskie muzykanty,4.7,678,115,Fantasy
Bloodspawn,5.7,12,76,Fantasy
Domovoy,4.3,290,102,Fantasy
Soul Traveler (The Feature),4.2,23,96,Fantasy
Askepote,3.5,83,72,Fantasy
Turma da Mônica Jovem: Reflexos do Medo,2.8,258,88,Fantasy
Silent Storms,5.7,21,84,Fantasy
Ognivo,5.5,228,105,Fantasy
Samaya bolshaya luna,2.4,129,105,Fantasy
Sunce nikad vise,7.0,25,72,Fantasy
Yao Shen Ling,6.7,66,93,Fantasy
Hiçbir Sey Normal Degil,5.8,77,71,Fantasy
Bob a Bobek ve filmu: Na stope Mrkvojeda,7.4,30,80,Fantasy
IZLIYORLAR,7.2,30,113,Fantasy
Spin the Wheel,6.0,87,102,Fantasy
Sun and Moon,5.0,5,163,Fantasy
Planet 7693,7.6,70,110,Fantasy
Advent,7.5,6,119,Fantasy
Fragments of Us,7.8,11,49,Fantasy
The Formula for Water,4.5,32,86,Fantasy
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.0,36,71,Fantasy
Aalan,5.5,1100,137,Fantasy
Apokrif,8.7,21,64,Fantasy
Chyortov kamen,4.7,17,105,Fantasy
Dead Dead Demon's Dededede Destruction Zenpen,7.1,140,120,Fantasy
Sharma & Ambani,9.1,184,104,Fantasy
Penguin Girl,6.9,14,98,Fantasy
Wanderer,7.0,9,46,Fantasy
Iron Nest of the Moon,7.6,13,70,Fantasy
Nature Cat's Nature Movie Special Extraordinaire,7.3,19,53,Fantasy
"The Girl, the Hunter & the Firefly",7.3,19,98,Fantasy
Sahmeran Efsanesi-Tulhan,6.0,34,0,Fantasy
Code Duello: From the Tithebanner Saga,8.9,339,61,Fantasy
Fidil Ghorm,7.8,7,86,Fantasy
River Returns,6.8,17,109,Fantasy
Couple in the Woods,5.6,31,65,Fantasy
Salomé,6.7,7,115,Fantasy
JAPA,7.7,16,110,Fantasy
"Fallen Leaves, Broken Lighters",7.8,8,96,Fantasy
And Through the Portal We Go,6.8,11,83,Fantasy
Vasilisa i khraniteli vremeni,3.2,70,98,Fantasy
Lilla spöket Laban spökar igen,6.1,28,44,Fantasy
Fenómenos naturales,7.2,30,80,Fantasy
Bicho Monstro,8.0,5,75,Fantasy
Dracu Ra,5.6,39,106,Fantasy
Achilles Curse and the Curse of Treasure,7.4,25,125,Fantasy
Supersiostry,3.9,135,90,Fantasy
LUDA,7.2,6,86,Fantasy
Gato Galactico e o Feitiço do Tempo,7.7,69,85,Fantasy
UnichtoZhanna,3.3,51,98,Fantasy
Horse with No Name,7.8,14,72,Fantasy
Pushpaka Vimanam,5.6,16,137,Fantasy
Painted Skin,6.9,53,80,Fantasy
Brush of the God,6.4,14,74,Fantasy
Wonderland,6.8,12,120,Fantasy
Velký Pán,7.0,9,73,Fantasy
Darker Than Night,4.7,24,82,Fantasy
Princezna na hrásku,5.6,63,80,Fantasy
Mortadella,8.4,7,90,Fantasy
Krapiva: Tsvetok smerti,6.1,56,81,Fantasy
Santa's Chimney of Secrets,4.6,23,66,Fantasy
Demon Host,6.4,20,80,Fantasy
Nebesko,5.2,10,73,Fantasy
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11,65,Fantasy
Black Dragon,3.9,9,99,Fantasy
The Legend of the Cat Demon,4.8,12,85,Fantasy
Keo=peul-ji-ok,5.3,7,94,Fantasy
Let's Go! Anpanman: Baikinman and Lulun,6.5,7,64,Fantasy
Xiao zi,3.5,12,101,Fantasy
"Bryson, the Demon Slayer",4.5,12,59,Fantasy
I Am Moon,8.0,9,127,Fantasy
Tara - The Lost Star,9.6,11,90,Fantasy
Kyle and the Last Emerald 2,8.4,8,15,Fantasy
Young doctor's notes,3.5,6,86,Fantasy
Lucid Love,8.6,31,71,Fantasy
Kyle and the Last Emerald,5.5,18,20,Fantasy
The Blinkless,7.8,12,59,Fantasy
Kan dao ling hun de na zhi yan shi gong,3.3,12,124,Fantasy
Cageling,5.9,8,69,Fantasy
